Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Scott Roth,0.379,0.346,0.383,0.4,0.746,6.8,1990,1990-01-01
Mark Price,0.459,0.406,0.487,0.53,0.888,19.6,1990,1990-01-01
Wayne Cooper,0.454,0.0,0.458,0.454,0.641,3.8,1990,1990-01-01
Clyde Drexler,0.494,0.283,0.512,0.505,0.774,23.3,1990,1990-01-01
Kevin Duckworth,0.478,0.0,0.478,0.478,0.74,16.2,1990,1990-01-01
Byron Irvin,0.473,0.357,0.481,0.485,0.67,5.2,1990,1990-01-01
Nate Johnston,0.375,0.25,0.386,0.385,0.692,2.2,1990,1990-01-01
Jerome Kersey,0.478,0.15,0.485,0.48,0.69,16.0,1990,1990-01-01
Dražen Petrović,0.485,0.459,0.49,0.525,0.844,7.6,1990,1990-01-01
Terry Porter,0.462,0.374,0.491,0.508,0.892,17.6,1990,1990-01-01
Clifford Robinson,0.397,0.273,0.405,0.405,0.55,9.1,1990,1990-01-01
Buck Williams,0.548,0.0,0.548,0.548,0.706,13.6,1990,1990-01-01
Joe Dumars,0.48,0.4,0.485,0.491,0.9,17.8,1990,1990-01-01
James Edwards,0.498,0.0,0.499,0.498,0.749,14.5,1990,1990-01-01
Dave Greenwood,0.423,0.0,0.423,0.423,0.552,1.6,1990,1990-01-01
Scott Hastings,0.303,0.25,0.333,0.348,0.864,1.1,1990,1990-01-01
Isiah Thomas,0.438,0.309,0.453,0.454,0.775,18.4,1990,1990-01-01
Roy Tarpley,0.451,0.0,0.455,0.451,0.756,16.8,1990,1990-01-01
Dennis Rodman,0.581,0.111,0.589,0.582,0.654,8.8,1990,1990-01-01
Bill Laimbeer,0.484,0.361,0.515,0.52,0.854,12.1,1990,1990-01-01
Stan Kimbrough,0.438,0.0,0.438,0.438,1.0,1.6,1990,1990-01-01
Mike Woodson,0.395,0.293,0.407,0.41,0.721,6.5,1990,1990-01-01
Duane Ferrell,0.357,0.0,0.385,0.357,0.333,0.9,1990,1990-01-01
Jon Koncak,0.614,0.0,0.619,0.614,0.532,3.7,1990,1990-01-01
Cliff Levingston,0.509,0.2,0.513,0.511,0.68,6.9,1990,1990-01-01
John Long,0.453,0.345,0.462,0.466,0.836,8.4,1990,1990-01-01
Moses Malone,0.48,0.111,0.483,0.481,0.781,18.9,1990,1990-01-01
Jeff Sanders,0.325,0.0,0.325,0.325,0.5,0.9,1990,1990-01-01
Roy Marble,0.276,0.0,0.286,0.276,0.655,2.1,1990,1990-01-01
Doc Rivers,0.454,0.364,0.469,0.479,0.812,12.5,1990,1990-01-01
Kenny Smith,0.466,0.313,0.484,0.482,0.821,11.9,1990,1990-01-01
Alexander Volkov,0.482,0.382,0.496,0.505,0.583,5.0,1990,1990-01-01
Spud Webb,0.477,0.053,0.491,0.478,0.871,9.2,1990,1990-01-01
Dominique Wilkins,0.484,0.322,0.504,0.502,0.807,26.7,1990,1990-01-01
Danny Ainge,0.438,0.374,0.46,0.485,0.831,17.9,1990,1990-01-01
Randy Allen,0.444,0.0,0.457,0.444,0.535,3.7,1990,1990-01-01
Antoine Carr,0.494,0.0,0.499,0.494,0.795,12.3,1990,1990-01-01
Vinnie Johnson,0.431,0.147,0.444,0.434,0.668,9.8,1990,1990-01-01
Gerald Henderson,0.486,0.447,0.507,0.564,0.8,2.4,1990,1990-01-01
Gerald Henderson,0.486,0.447,0.507,0.564,0.8,2.4,1990,1990-01-01
Wes Matthews,0.333,0.0,0.5,0.333,1.0,4.0,1990,1990-01-01
Sam Perkins,0.493,0.214,0.502,0.496,0.778,15.9,1990,1990-01-01
James Donaldson,0.539,0.0,0.539,0.539,0.7,9.1,1990,1990-01-01
Anthony Jones,0.371,0.308,0.376,0.381,0.681,3.0,1990,1990-01-01
Benoit Benjamin,0.526,0.0,0.527,0.526,0.732,13.5,1990,1990-01-01
Ken Bannister,0.478,0.0,0.481,0.478,0.473,4.0,1990,1990-01-01
Thurl Bailey,0.481,0.0,0.485,0.481,0.779,14.2,1990,1990-01-01
Mike Brown,0.515,0.5,0.515,0.516,0.789,6.2,1990,1990-01-01
Raymond Brown,0.286,0.0,0.286,0.286,0.0,1.0,1990,1990-01-01
Mark Eaton,0.527,0.0,0.527,0.527,0.669,4.8,1990,1990-01-01
Blue Edwards,0.507,0.3,0.519,0.515,0.719,8.9,1990,1990-01-01
Darrell Griffith,0.464,0.372,0.509,0.525,0.654,8.9,1990,1990-01-01
Bob Hansen,0.467,0.351,0.51,0.514,0.516,7.6,1990,1990-01-01
Eric Johnson,0.238,0.167,0.244,0.244,0.765,1.1,1990,1990-01-01
Eric Leckner,0.563,0.0,0.563,0.563,0.743,4.3,1990,1990-01-01
Karl Malone,0.562,0.372,0.567,0.567,0.762,31.0,1990,1990-01-01
Ron Anderson,0.451,0.143,0.459,0.452,0.838,11.9,1990,1990-01-01
Charles Barkley,0.6,0.217,0.632,0.608,0.749,25.2,1990,1990-01-01
Scott Brooks,0.431,0.392,0.447,0.487,0.877,4.4,1990,1990-01-01
Lanard Copeland,0.456,0.2,0.476,0.463,0.786,3.2,1990,1990-01-01
Johnny Dawkins,0.489,0.333,0.501,0.501,0.861,14.3,1990,1990-01-01
Corey Gaines,0.333,0.5,0.3,0.375,0.25,1.1,1990,1990-01-01
Mike Gminski,0.457,0.176,0.462,0.459,0.821,13.7,1990,1990-01-01
Hersey Hawkins,0.46,0.42,0.468,0.496,0.888,18.5,1990,1990-01-01
Rick Mahorn,0.497,0.222,0.501,0.498,0.715,10.8,1990,1990-01-01
Kurt Nimphius,0.418,0.0,0.422,0.418,0.467,2.4,1990,1990-01-01
Kenny Payne,0.435,0.4,0.439,0.454,0.889,3.3,1990,1990-01-01
Torgeir Bryn,0.0,0.0,0.0,0.0,0.667,1.3,1990,1990-01-01
Jay Edwards,0.429,0.0,0.6,0.429,0.333,1.8,1990,1990-01-01
Winston Garland,0.401,0.333,0.406,0.412,0.836,7.3,1990,1990-01-01
Tom Garrick,0.494,0.19,0.51,0.499,0.772,7.0,1990,1990-01-01
Pete Myers,0.396,0.0,0.408,0.396,0.66,4.7,1990,1990-01-01
Chris Morris,0.422,0.316,0.445,0.45,0.722,14.8,1990,1990-01-01
Anthony Mason,0.35,0.0,0.35,0.35,0.6,1.8,1990,1990-01-01
Jaren Jackson,0.362,0.0,0.379,0.362,0.81,2.4,1990,1990-01-01
Dennis Hopson,0.434,0.317,0.446,0.448,0.792,15.8,1990,1990-01-01
Roy Hinson,0.507,0.0,0.507,0.507,0.869,15.0,1990,1990-01-01
Jack Haley,0.398,0.0,0.399,0.398,0.68,5.4,1990,1990-01-01
Derrick Gervin,0.472,0.0,0.479,0.472,0.73,12.0,1990,1990-01-01
Chris Dudley,0.411,0.0,0.411,0.411,0.319,5.5,1990,1990-01-01
Lester Conner,0.414,0.154,0.42,0.415,0.804,7.9,1990,1990-01-01
Rick Carlisle,0.143,0.0,0.25,0.143,0.0,0.4,1990,1990-01-01
Dexter Shouse,0.0,0.0,0.0,0.0,0.0,0.0,1990,1990-01-01
Stanley Brundy,0.5,0.0,0.5,0.5,0.389,2.3,1990,1990-01-01
Mookie Blaylock,0.371,0.225,0.395,0.387,0.778,10.1,1990,1990-01-01
Jay Taylor,0.404,0.231,0.462,0.433,0.667,3.0,1990,1990-01-01
Leon Wood,0.327,0.19,0.429,0.367,0.875,1.8,1990,1990-01-01
Danny Schayes,0.494,0.0,0.5,0.494,0.852,10.4,1990,1990-01-01
Blair Rasmussen,0.497,0.0,0.498,0.497,0.828,12.4,1990,1990-01-01
Todd Lichti,0.486,0.0,0.5,0.486,0.747,8.0,1990,1990-01-01
Fat Lever,0.443,0.414,0.445,0.457,0.804,18.3,1990,1990-01-01
Jerome Lane,0.469,0.0,0.477,0.469,0.367,5.0,1990,1990-01-01
Steve Harris,0.35,0.0,0.35,0.35,0.75,2.1,1990,1990-01-01
Ron Harper,0.473,0.275,0.49,0.484,0.788,22.8,1990,1990-01-01
Gary Grant,0.466,0.238,0.476,0.471,0.779,13.1,1990,1990-01-01
Sam Bowie,0.416,0.323,0.42,0.422,0.776,14.7,1990,1990-01-01
Bob Mccann,0.333,0.0,0.333,0.333,0.857,2.6,1990,1990-01-01
Derek Smith,0.508,0.444,0.513,0.523,0.699,8.9,1990,1990-01-01
Tim Kempton,0.49,0.0,0.492,0.49,0.675,5.4,1990,1990-01-01
Terry Dozier,0.333,0.0,0.346,0.333,0.5,2.4,1990,1990-01-01
Dell Curry,0.466,0.354,0.485,0.492,0.923,16.0,1990,1990-01-01
Rex Chapman,0.408,0.331,0.422,0.433,0.75,17.5,1990,1990-01-01
Muggsy Bogues,0.491,0.192,0.503,0.495,0.791,9.4,1990,1990-01-01
Richard Anderson,0.417,0.37,0.459,0.505,0.783,4.3,1990,1990-01-01
Jim Les,0.357,0.0,0.385,0.357,0.765,3.3,1990,1990-01-01
Danny Manning,0.533,0.0,0.536,0.533,0.741,16.3,1990,1990-01-01
Jeff Martin,0.411,0.133,0.421,0.413,0.705,6.3,1990,1990-01-01
Carlton Mckinney,0.25,0.0,0.258,0.25,0.5,2.6,1990,1990-01-01
Ken Norman,0.51,0.438,0.511,0.514,0.632,16.1,1990,1990-01-01
David Rivers,0.406,0.0,0.417,0.406,0.756,4.2,1990,1990-01-01
Charles Smith,0.52,0.083,0.524,0.52,0.794,21.1,1990,1990-01-01
Charles Smith,0.52,0.083,0.524,0.52,0.794,21.1,1990,1990-01-01
Charles Smith,0.52,0.083,0.524,0.52,0.794,21.1,1990,1990-01-01
Joe Wolf,0.395,0.2,0.409,0.402,0.775,4.8,1990,1990-01-01
José Ortiz,0.452,0.5,0.45,0.464,0.6,3.2,1990,1990-01-01
Steve Alford,0.457,0.318,0.483,0.482,0.946,4.1,1990,1990-01-01
Rolando Blackman,0.498,0.302,0.505,0.504,0.844,19.4,1990,1990-01-01
Michael Young,0.474,0.308,0.5,0.495,0.711,4.9,1990,1990-01-01
Adrian Dantley,0.477,0.0,0.479,0.477,0.787,14.7,1990,1990-01-01
Brad Davis,0.49,0.337,0.552,0.538,0.77,6.4,1990,1990-01-01
Danny Young,0.421,0.271,0.454,0.445,0.813,4.7,1990,1990-01-01
Derek Harper,0.488,0.371,0.519,0.527,0.794,18.0,1990,1990-01-01
David Wingate,0.448,0.0,0.46,0.448,0.777,6.8,1990,1990-01-01
Reggie Williams,0.388,0.162,0.415,0.396,0.765,6.8,1990,1990-01-01
Reggie Williams,0.388,0.162,0.415,0.396,0.765,6.8,1990,1990-01-01
Rod Strickland,0.454,0.267,0.461,0.459,0.626,10.6,1990,1990-01-01
Eddie Hughes,0.411,0.408,0.412,0.46,0.676,3.5,1990,1990-01-01
Mike Higgins,0.375,0.0,0.375,0.375,0.8,1.3,1990,1990-01-01
Micheal Williams,0.504,0.0,0.517,0.504,0.783,5.6,1990,1990-01-01
Andre Turner,0.289,0.0,0.306,0.289,1.0,2.4,1990,1990-01-01
Kelly Tripucka,0.43,0.365,0.437,0.448,0.883,15.6,1990,1990-01-01
Brian Rowsom,0.436,0.5,0.435,0.439,0.819,5.1,1990,1990-01-01
Robert Reid,0.391,0.313,0.398,0.403,0.628,5.8,1990,1990-01-01
J.R. Reid,0.44,0.0,0.443,0.44,0.664,11.1,1990,1990-01-01
Ralph Lewis,0.571,0.0,0.571,0.571,1.0,1.4,1990,1990-01-01
Randolph Keys,0.432,0.326,0.439,0.442,0.721,8.8,1990,1990-01-01
Dave Hoppen,0.39,0.0,0.39,0.39,0.8,4.0,1990,1990-01-01
Bob Thornton,0.429,0.333,0.431,0.433,0.51,2.2,1990,1990-01-01
Michael Holton,0.538,0.0,0.538,0.538,0.5,1.8,1990,1990-01-01
Kenny Gattison,0.55,1.0,0.549,0.552,0.682,5.9,1990,1990-01-01
Willie Anderson,0.492,0.269,0.497,0.495,0.748,15.7,1990,1990-01-01
Uwe Blab,0.398,0.0,0.398,0.398,0.541,2.1,1990,1990-01-01
Frank Brickowski,0.545,0.0,0.548,0.545,0.674,6.6,1990,1990-01-01
Terry Cummings,0.475,0.322,0.481,0.481,0.78,22.4,1990,1990-01-01
Sean Elliott,0.481,0.111,0.486,0.481,0.866,10.0,1990,1990-01-01
Caldwell Jones,0.465,0.2,0.475,0.469,0.704,2.4,1990,1990-01-01
Jeff Lebo,0.286,0.0,0.286,0.286,1.0,1.5,1990,1990-01-01
Johnny Moore,0.373,0.235,0.424,0.405,0.593,2.2,1990,1990-01-01
Žarko Paspalj,0.342,0.0,0.346,0.342,0.818,2.6,1990,1990-01-01
David Robinson,0.531,0.0,0.532,0.531,0.732,24.3,1990,1990-01-01
Armen Gilliam,0.515,0.0,0.516,0.515,0.723,16.7,1990,1990-01-01
Steve Bucknall,0.273,0.0,0.281,0.273,0.833,1.3,1990,1990-01-01
Purvis Short,0.455,0.286,0.461,0.46,0.835,13.1,1990,1990-01-01
Vlade Divac,0.499,0.0,0.504,0.499,0.708,8.5,1990,1990-01-01
Jay Humphries,0.494,0.3,0.508,0.504,0.786,15.3,1990,1990-01-01
Tito Horford,0.29,0.0,0.29,0.29,0.625,1.5,1990,1990-01-01
Jeff Grayer,0.46,0.125,0.466,0.461,0.651,7.7,1990,1990-01-01
Mike Dunleavy,0.286,0.222,0.4,0.357,0.875,3.4,1990,1990-01-01
Derrick Mckey,0.493,0.13,0.502,0.495,0.782,15.7,1990,1990-01-01
Pat Cummings,0.484,0.0,0.484,0.484,0.568,4.7,1990,1990-01-01
Terry Davis,0.466,0.0,0.467,0.466,0.621,4.7,1990,1990-01-01
Sherman Douglas,0.494,0.161,0.505,0.496,0.687,14.3,1990,1990-01-01
Kevin Edwards,0.412,0.3,0.416,0.417,0.76,12.0,1990,1990-01-01
Tellis Frank,0.458,0.0,0.458,0.458,0.765,9.5,1990,1990-01-01
Scott Haffner,0.406,0.143,0.434,0.412,0.68,4.6,1990,1990-01-01
Frank Kornet,0.368,0.25,0.394,0.39,0.615,2.0,1990,1990-01-01
Grant Long,0.483,0.0,0.486,0.483,0.714,8.5,1990,1990-01-01
Jim Rowinski,0.438,0.0,0.438,0.438,0.846,3.6,1990,1990-01-01
Rony Seikaly,0.502,0.0,0.503,0.502,0.594,16.6,1990,1990-01-01
Rory Sparrow,0.412,0.2,0.43,0.42,0.766,5.9,1990,1990-01-01
Jon Sundvold,0.408,0.44,0.395,0.468,0.846,6.1,1990,1990-01-01
Billy Thompson,0.516,0.5,0.516,0.517,0.622,11.0,1990,1990-01-01
John Bagley,0.459,0.056,0.495,0.461,0.744,4.3,1990,1990-01-01
Larry Bird,0.473,0.333,0.494,0.495,0.93,24.3,1990,1990-01-01
Kevin Gamble,0.455,0.167,0.473,0.46,0.794,5.1,1990,1990-01-01
Dennis Johnson,0.434,0.042,0.455,0.435,0.843,7.1,1990,1990-01-01
Joe Kleine,0.48,0.0,0.485,0.48,0.83,5.4,1990,1990-01-01
Reggie Lewis,0.496,0.267,0.499,0.498,0.808,17.0,1990,1990-01-01
Glen Rice,0.439,0.246,0.452,0.447,0.734,13.6,1990,1990-01-01
Kevin Mchale,0.549,0.333,0.562,0.558,0.893,20.9,1990,1990-01-01
Mark West,0.625,0.0,0.625,0.625,0.691,10.5,1990,1990-01-01
Tim Perry,0.513,1.0,0.51,0.515,0.589,4.2,1990,1990-01-01
Eddie Lee Wilkins,0.455,0.0,0.458,0.455,0.605,4.7,1990,1990-01-01
Kenny Walker,0.531,0.4,0.533,0.534,0.723,7.9,1990,1990-01-01
Kiki Vandeweghe,0.442,0.526,0.434,0.463,0.917,11.7,1990,1990-01-01
Trent Tucker,0.417,0.388,0.438,0.496,0.767,8.2,1990,1990-01-01
Kenny Battle,0.547,0.25,0.554,0.55,0.671,4.1,1990,1990-01-01
Tom Chambers,0.501,0.279,0.513,0.508,0.861,27.2,1990,1990-01-01
Michael Cooper,0.387,0.318,0.42,0.438,0.883,6.4,1990,1990-01-01
Jack Sikma,0.416,0.342,0.439,0.457,0.885,13.9,1990,1990-01-01
Jerry Sichting,0.4,0.25,0.416,0.412,0.818,3.5,1990,1990-01-01
Alvin Robertson,0.503,0.154,0.513,0.505,0.741,14.2,1990,1990-01-01
Fred Roberts,0.495,0.182,0.501,0.497,0.783,10.5,1990,1990-01-01
Kurt Rambis,0.509,0.0,0.514,0.509,0.646,6.2,1990,1990-01-01
Paul Pressey,0.472,0.14,0.503,0.478,0.758,11.0,1990,1990-01-01
Brad Lohaus,0.46,0.343,0.49,0.495,0.728,9.2,1990,1990-01-01
Jeff Hornacek,0.536,0.408,0.552,0.558,0.856,17.6,1990,1990-01-01
Eddie Johnson,0.453,0.38,0.472,0.492,0.917,16.9,1990,1990-01-01
Eddie Johnson,0.453,0.38,0.472,0.492,0.917,16.9,1990,1990-01-01
Kevin Johnson,0.499,0.195,0.51,0.502,0.838,22.5,1990,1990-01-01
Andrew Lang,0.557,0.0,0.557,0.557,0.653,3.5,1990,1990-01-01
Tim Legler,0.379,0.0,0.393,0.379,1.0,2.5,1990,1990-01-01
Dan Majerle,0.424,0.238,0.448,0.438,0.762,11.1,1990,1990-01-01
Mike Mcgee,0.483,0.348,0.531,0.529,0.476,7.3,1990,1990-01-01
Mike Morrison,0.338,0.286,0.344,0.353,0.8,2.0,1990,1990-01-01
Larry Krystkowiak,0.364,0.0,0.371,0.364,0.788,7.0,1990,1990-01-01
Ricky Pierce,0.51,0.346,0.535,0.533,0.839,23.0,1990,1990-01-01
Robert Parish,0.58,0.0,0.58,0.58,0.747,15.7,1990,1990-01-01
Jim Paxson,0.453,0.25,0.463,0.459,0.811,6.4,1990,1990-01-01
Ed Pinckney,0.542,0.0,0.544,0.542,0.773,4.7,1990,1990-01-01
Patrick Ewing,0.551,0.25,0.552,0.551,0.775,28.6,1990,1990-01-01
Stuart Gray,0.424,0.0,0.447,0.424,0.681,2.0,1990,1990-01-01
Mark Jackson,0.437,0.267,0.472,0.46,0.727,9.9,1990,1990-01-01
Johnny Newman,0.476,0.317,0.511,0.504,0.799,12.9,1990,1990-01-01
Charles Oakley,0.524,0.0,0.527,0.524,0.761,14.6,1990,1990-01-01
Brian Quinnett,0.328,0.0,0.339,0.328,0.667,1.3,1990,1990-01-01
Doug West,0.393,0.273,0.403,0.404,0.813,2.6,1990,1990-01-01
Mike Dunleavy,0.286,0.222,0.4,0.357,0.875,3.4,1990,1990-01-01
Ben Coleman,0.474,0.0,0.479,0.474,0.829,5.7,1990,1990-01-01
Tony Brown,0.427,0.25,0.446,0.439,0.679,3.6,1990,1990-01-01
Greg Anderson,0.507,0.0,0.507,0.507,0.535,8.8,1990,1990-01-01
Patrick Ewing,0.551,0.25,0.552,0.551,0.775,28.6,1990,1990-01-01
Brad Sellers,0.406,0.0,0.414,0.406,0.795,4.5,1990,1990-01-01
Jawann Oldham,0.5,0.0,0.5,0.5,0.429,1.5,1990,1990-01-01
Mark Mcnamara,0.442,0.0,0.442,0.442,0.65,3.1,1990,1990-01-01
Donald Royal,0.459,0.0,0.461,0.459,0.777,5.9,1990,1990-01-01
Adrian Branch,0.41,1.0,0.4,0.418,0.636,5.9,1990,1990-01-01
Randy Breuer,0.428,0.0,0.429,0.428,0.653,8.9,1990,1990-01-01
Tony Campbell,0.457,0.167,0.468,0.46,0.787,23.2,1990,1990-01-01
Tyrone Corbin,0.481,0.0,0.486,0.481,0.77,14.7,1990,1990-01-01
Gary Leonard,0.419,0.0,0.433,0.419,0.429,1.5,1990,1990-01-01
Sidney Lowe,0.319,0.222,0.323,0.323,0.722,2.3,1990,1990-01-01
Sam Mitchell,0.446,0.0,0.451,0.446,0.768,12.7,1990,1990-01-01
Tod Murphy,0.471,0.372,0.479,0.486,0.709,8.3,1990,1990-01-01
Byron Scott,0.47,0.423,0.483,0.516,0.766,15.5,1990,1990-01-01
Maurice Cheeks,0.504,0.25,0.511,0.507,0.847,9.7,1990,1990-01-01
James Worthy,0.548,0.306,0.557,0.554,0.782,21.1,1990,1990-01-01
Orlando Woolridge,0.556,0.0,0.561,0.556,0.733,12.7,1990,1990-01-01
Charles Smith,0.444,0.0,0.468,0.444,0.697,2.9,1990,1990-01-01
Charles Smith,0.444,0.0,0.468,0.444,0.697,2.9,1990,1990-01-01
Charles Smith,0.444,0.0,0.468,0.444,0.697,2.9,1990,1990-01-01
Michael Smith,0.476,0.071,0.519,0.479,0.828,5.0,1990,1990-01-01
Michael Smith,0.476,0.071,0.519,0.479,0.828,5.0,1990,1990-01-01
Nate Mcmillan,0.473,0.355,0.482,0.485,0.641,6.4,1990,1990-01-01
Randy Wittman,0.508,0.5,0.508,0.512,0.833,2.1,1990,1990-01-01
Lasalle Thompson,0.473,0.2,0.476,0.475,0.799,6.8,1990,1990-01-01
Rik Smits,0.533,0.0,0.533,0.533,0.811,15.5,1990,1990-01-01
Detlef Schrempf,0.516,0.354,0.526,0.526,0.82,16.2,1990,1990-01-01
Mike Sanders,0.47,0.357,0.473,0.475,0.733,6.2,1990,1990-01-01
Chuck Person,0.487,0.372,0.517,0.525,0.781,19.7,1990,1990-01-01
Dyron Nix,0.359,0.0,0.359,0.359,0.688,2.0,1990,1990-01-01
Calvin Natt,0.645,0.0,0.645,0.645,0.773,4.1,1990,1990-01-01
Reggie Miller,0.514,0.414,0.552,0.572,0.868,24.6,1990,1990-01-01
George Mccloud,0.313,0.325,0.308,0.358,0.789,2.7,1990,1990-01-01
Rickey Green,0.433,0.091,0.45,0.435,0.843,3.5,1990,1990-01-01
Vern Fleming,0.508,0.353,0.514,0.515,0.782,14.3,1990,1990-01-01
Greg Dreiling,0.377,0.0,0.377,0.377,0.735,1.3,1990,1990-01-01
Scott Meents,0.432,0.0,0.432,0.432,0.739,2.1,1990,1990-01-01
Olden Polynice,0.54,0.5,0.54,0.542,0.475,4.6,1990,1990-01-01
Sedale Threatt,0.506,0.25,0.52,0.513,0.828,11.4,1990,1990-01-01
Greg Butler,0.25,0.0,0.25,0.25,0.0,0.5,1990,1990-01-01
Mychal Thompson,0.5,0.0,0.5,0.5,0.706,10.1,1990,1990-01-01
Jay Vincent,0.47,0.5,0.47,0.473,0.837,5.2,1990,1990-01-01
Gerald Wilkins,0.457,0.312,0.477,0.476,0.803,14.5,1990,1990-01-01
Xavier Mcdaniel,0.496,0.294,0.498,0.498,0.733,21.3,1990,1990-01-01
Greg Grant,0.384,0.188,0.4,0.391,0.661,3.1,1990,1990-01-01
Michael Cage,0.504,0.0,0.504,0.504,0.698,9.7,1990,1990-01-01
Dana Barros,0.405,0.399,0.408,0.47,0.809,9.7,1990,1990-01-01
Melvin Turpin,0.526,0.0,0.531,0.526,0.789,4.7,1990,1990-01-01
Doug Roth,0.43,0.0,0.435,0.43,0.5,1.9,1990,1990-01-01
Jeff Malone,0.491,0.167,0.492,0.491,0.877,24.3,1990,1990-01-01
Leonard Taylor,0.0,0.0,0.0,0.0,0.688,1.1,1990,1990-01-01
Bernard King,0.487,0.13,0.493,0.488,0.803,22.4,1990,1990-01-01
Terry Teagle,0.48,0.214,0.483,0.481,0.83,16.1,1990,1990-01-01
Tom Tolbert,0.493,0.278,0.502,0.499,0.726,8.8,1990,1990-01-01
Kelvin Upshaw,0.438,0.267,0.458,0.452,0.757,4.0,1990,1990-01-01
Chris Welp,0.377,0.0,0.377,0.377,0.76,2.4,1990,1990-01-01
Charles Jones,0.508,0.0,0.508,0.508,0.648,3.2,1990,1990-01-01
Charles Jones,0.508,0.0,0.508,0.508,0.648,3.2,1990,1990-01-01
Charles Jones,0.508,0.0,0.508,0.508,0.648,3.2,1990,1990-01-01
Haywoode Workman,0.667,0.0,0.667,0.667,1.0,1.0,1990,1990-01-01
Ed Horton,0.494,0.0,0.506,0.494,0.609,4.5,1990,1990-01-01
Harvey Grant,0.473,0.0,0.479,0.473,0.701,8.2,1990,1990-01-01
Ledell Eackles,0.439,0.322,0.447,0.449,0.75,13.5,1990,1990-01-01
Steve Colter,0.478,0.0,0.486,0.478,0.811,4.9,1990,1990-01-01
Mark Alarie,0.473,0.204,0.49,0.479,0.812,10.5,1990,1990-01-01
Rodney Mccray,0.515,0.262,0.525,0.52,0.784,16.6,1990,1990-01-01
Harold Pressley,0.424,0.311,0.464,0.465,0.78,8.8,1990,1990-01-01
Ralph Sampson,0.372,0.25,0.376,0.376,0.522,4.2,1990,1990-01-01
Greg Stokes,0.111,0.0,0.111,0.111,1.0,0.4,1990,1990-01-01
Wayman Tisdale,0.525,0.0,0.527,0.525,0.783,22.3,1990,1990-01-01
Sedric Toney,0.348,0.365,0.342,0.394,0.807,4.1,1990,1990-01-01
Henry Turner,0.475,0.0,0.487,0.475,0.615,4.3,1990,1990-01-01
Mike Williams,0.333,0.0,0.353,0.333,0.5,0.7,1990,1990-01-01
Charles Shackleford,0.462,0.0,0.463,0.462,0.687,8.2,1990,1990-01-01
Tom Hammonds,0.437,0.0,0.439,0.437,0.643,5.3,1990,1990-01-01
Quintin Dailey,0.404,0.2,0.409,0.406,0.788,8.2,1990,1990-01-01
Kevin Willis,0.519,0.286,0.521,0.52,0.683,12.4,1990,1990-01-01
Jim Farmer,0.438,0.296,0.46,0.458,0.713,6.4,1990,1990-01-01
Larry Drew,0.444,0.395,0.457,0.486,0.767,5.2,1990,1990-01-01
A.C. Green,0.478,0.283,0.489,0.486,0.751,12.9,1990,1990-01-01
Magic Johnson,0.48,0.384,0.51,0.526,0.89,22.3,1990,1990-01-01
Mel Mccants,0.308,0.0,0.308,0.308,0.75,1.7,1990,1990-01-01
Vinny Del Negro,0.462,0.313,0.47,0.47,0.871,9.7,1990,1990-01-01
Pervis Ellison,0.442,0.0,0.446,0.442,0.628,8.0,1990,1990-01-01
Michael Jackson,0.273,0.5,0.222,0.318,0.5,0.6,1990,1990-01-01
Greg Kite,0.432,1.0,0.429,0.434,0.5,3.2,1990,1990-01-01
Tree Rollins,0.456,0.0,0.46,0.456,0.688,2.6,1990,1990-01-01
Gary Voce,0.333,0.0,0.333,0.333,0.0,2.0,1990,1990-01-01
Hot Rod Williams,0.493,0.0,0.493,0.493,0.739,16.8,1990,1990-01-01
Dale Ellis,0.497,0.375,0.538,0.544,0.818,23.5,1990,1990-01-01
Manute Bol,0.331,0.188,0.388,0.358,0.51,1.9,1990,1990-01-01
John Williams,0.474,0.111,0.5,0.478,0.774,18.2,1990,1990-01-01
Rod Higgins,0.481,0.347,0.54,0.534,0.821,11.1,1990,1990-01-01
Marques Johnson,0.375,0.667,0.345,0.406,0.824,4.0,1990,1990-01-01
Avery Johnson,0.387,0.25,0.391,0.391,0.725,2.6,1990,1990-01-01
Alton Lister,0.5,0.0,0.571,0.5,0.571,4.0,1990,1990-01-01
Šarūnas Marčiulionis,0.519,0.256,0.539,0.528,0.787,12.1,1990,1990-01-01
Steve Johnson,0.522,0.0,0.522,0.522,0.6,4.7,1990,1990-01-01
Chris Mullin,0.536,0.372,0.573,0.57,0.889,25.1,1990,1990-01-01
Jim Petersen,0.426,0.0,0.429,0.426,0.712,4.0,1990,1990-01-01
Mitch Richmond,0.497,0.358,0.508,0.51,0.866,22.1,1990,1990-01-01
Tim Hardaway,0.471,0.274,0.489,0.483,0.764,14.7,1990,1990-01-01
John Shasky,0.286,0.0,0.286,0.286,0.333,0.7,1990,1990-01-01
Darrell Walker,0.454,0.095,0.465,0.455,0.687,9.5,1990,1990-01-01
Mike Smrek,0.417,0.0,0.417,0.417,0.167,1.6,1990,1990-01-01
Shawn Kemp,0.479,0.167,0.488,0.481,0.736,6.5,1990,1990-01-01
Tyrone Corbin,0.448,0.2,0.45,0.449,0.798,18.0,1991,1991-01-01
Gerald Glass,0.438,0.118,0.455,0.441,0.684,6.9,1991,1991-01-01
Dan Godfread,0.417,0.0,0.455,0.417,0.75,1.3,1991,1991-01-01
Richard Coffey,0.373,0.0,0.378,0.373,0.545,1.3,1991,1991-01-01
