Player,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,PTS,Year,Pts Won,season_date
Kenny Anderson,4.7,10.5,0.451,0.2,0.7,0.25,4.6,9.8,0.465,0.459,2.5,3.0,0.832,12.1,1999,0.0,1999-01-01
Dana Barros,3.4,7.4,0.453,1.3,3.2,0.4,2.1,4.2,0.493,0.539,1.3,1.5,0.877,9.3,1999,0.0,1999-01-01
Tony Battie,2.9,5.7,0.519,0.0,0.1,0.0,2.9,5.6,0.525,0.519,0.8,1.2,0.672,6.7,1999,0.0,1999-01-01
Bruce Bowen,0.9,3.1,0.28,0.2,0.9,0.269,0.6,2.2,0.284,0.317,0.4,0.8,0.458,2.3,1999,0.0,1999-01-01
Marlon Garnett,0.6,2.1,0.294,0.3,1.0,0.261,0.4,1.2,0.321,0.353,0.6,0.8,0.75,2.1,1999,0.0,1999-01-01
Damon Jones,1.8,5.0,0.361,1.0,2.6,0.403,0.8,2.4,0.316,0.466,0.6,0.7,0.824,5.2,1999,0.0,1999-01-01
Popeye Jones,1.1,2.8,0.392,0.0,0.1,0.0,1.1,2.8,0.4,0.392,0.8,0.9,0.824,3.0,1999,0.0,1999-01-01
Walter Mccarty,2.0,5.5,0.362,0.4,1.6,0.26,1.6,4.0,0.402,0.398,1.3,1.8,0.702,5.7,1999,0.0,1999-01-01
Ron Mercer,7.4,17.2,0.431,0.1,0.7,0.167,7.3,16.5,0.443,0.435,2.0,2.6,0.79,17.0,1999,0.0,1999-01-01
Greg Minor,1.9,4.6,0.417,0.2,0.6,0.286,1.8,4.0,0.438,0.436,0.8,1.1,0.75,4.9,1999,0.0,1999-01-01
Paul Pierce,5.9,13.5,0.439,1.8,4.3,0.412,4.2,9.2,0.451,0.504,2.9,4.1,0.713,16.5,1999,0.0,1999-01-01
Vitaly Potapenko,4.1,8.2,0.495,0.0,0.0,0.0,4.1,8.2,0.496,0.495,1.8,3.1,0.587,10.0,1999,0.0,1999-01-01
Eric Riley,0.8,1.5,0.519,0.0,0.0,0.0,0.8,1.5,0.519,0.519,0.6,0.9,0.71,2.2,1999,0.0,1999-01-01
Dwayne Schintzius,0.3,1.0,0.25,0.0,0.0,0.0,0.3,1.0,0.25,0.25,0.2,0.3,0.75,0.7,1999,0.0,1999-01-01
Antoine Walker,7.2,17.5,0.412,1.5,4.2,0.369,5.7,13.3,0.426,0.456,2.7,4.8,0.559,18.7,1999,0.0,1999-01-01
Kenny Anderson,5.3,12.0,0.44,1.0,2.7,0.386,4.3,9.3,0.456,0.483,2.4,3.1,0.775,14.0,2000,0.0,2000-01-01
Dana Barros,2.7,6.0,0.451,0.8,2.0,0.41,1.9,4.0,0.471,0.518,0.9,1.1,0.868,7.2,2000,0.0,2000-01-01
Tony Battie,2.7,5.6,0.477,0.0,0.1,0.125,2.7,5.5,0.483,0.478,1.2,1.8,0.675,6.6,2000,0.0,2000-01-01
Calbert Cheaney,1.8,4.1,0.44,0.3,0.8,0.333,1.5,3.3,0.466,0.473,0.1,0.3,0.429,4.0,2000,0.0,2000-01-01
Pervis Ellison,0.6,1.4,0.442,0.0,0.0,0.0,0.6,1.4,0.442,0.442,0.5,0.7,0.714,1.8,2000,0.0,2000-01-01
Danny Fortson,2.5,4.8,0.528,0.0,0.0,0.0,2.5,4.8,0.528,0.528,2.5,3.4,0.735,7.6,2000,0.0,2000-01-01
Adrian Griffin,2.4,5.7,0.424,0.2,0.8,0.281,2.2,4.9,0.447,0.443,1.7,2.2,0.753,6.7,2000,0.0,2000-01-01
Walter Mccarty,1.3,3.8,0.339,0.6,1.8,0.309,0.7,2.0,0.367,0.413,0.6,0.9,0.722,3.8,2000,0.0,2000-01-01
Doug Overton,1.3,3.2,0.396,0.2,0.6,0.357,1.1,2.6,0.405,0.429,0.4,0.4,0.952,3.2,2000,0.0,2000-01-01
Paul Pierce,6.7,15.1,0.442,1.3,3.8,0.343,5.3,11.2,0.476,0.486,4.9,6.2,0.798,19.5,2000,0.0,2000-01-01
Vitaly Potapenko,3.9,7.8,0.499,0.0,0.0,0.0,3.9,7.8,0.5,0.499,1.4,2.0,0.681,9.2,2000,0.0,2000-01-01
Wayne Turner,0.3,2.0,0.167,0.0,0.0,0.0,0.3,2.0,0.167,0.167,0.7,2.0,0.333,1.3,2000,0.0,2000-01-01
Antoine Walker,7.9,18.4,0.43,0.9,3.5,0.256,7.0,14.9,0.471,0.455,3.8,5.4,0.699,20.5,2000,0.0,2000-01-01
Eric Williams,2.4,5.7,0.427,0.4,1.1,0.347,2.1,4.6,0.446,0.46,2.0,2.5,0.793,7.2,2000,0.0,2000-01-01
Kenny Anderson,2.7,6.9,0.388,0.3,1.0,0.333,2.3,5.9,0.397,0.412,1.8,2.2,0.831,7.5,2001,0.0,2001-01-01
Tony Battie,2.7,5.0,0.537,0.0,0.1,0.0,2.7,5.0,0.545,0.537,1.1,1.7,0.638,6.5,2001,0.0,2001-01-01
Mark Blount,1.6,3.1,0.505,0.0,0.0,0.0,1.6,3.1,0.505,0.505,0.7,1.0,0.697,3.9,2001,0.0,2001-01-01
Randy Brown,1.9,4.4,0.422,0.0,0.1,0.0,1.9,4.3,0.427,0.422,0.4,0.7,0.575,4.1,2001,0.0,2001-01-01
Chris Carr,1.5,3.2,0.473,0.5,1.1,0.459,1.0,2.1,0.48,0.549,1.3,1.7,0.767,4.8,2001,0.0,2001-01-01
Adrian Griffin,0.8,2.2,0.34,0.2,0.6,0.346,0.5,1.6,0.338,0.387,0.4,0.5,0.75,2.1,2001,0.0,2001-01-01
Chris Herren,1.2,3.8,0.302,0.6,2.2,0.291,0.5,1.6,0.317,0.385,0.4,0.5,0.75,3.3,2001,0.0,2001-01-01
Walter Mccarty,0.8,2.1,0.357,0.3,0.9,0.339,0.4,1.2,0.371,0.433,0.4,0.5,0.786,2.2,2001,0.0,2001-01-01
Jérôme Moïso,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,1.5,2001,0.0,2001-01-01
Milt Palacio,2.2,4.6,0.472,0.2,0.6,0.333,2.0,4.0,0.494,0.494,1.3,1.6,0.848,5.9,2001,0.0,2001-01-01
Paul Pierce,8.4,18.5,0.454,1.8,4.7,0.383,6.6,13.8,0.478,0.503,6.7,9.0,0.745,25.3,2001,5.0,2001-01-01
Vitaly Potapenko,3.0,6.4,0.476,0.0,0.0,0.0,3.0,6.4,0.476,0.476,1.4,1.9,0.728,7.5,2001,0.0,2001-01-01
Bryant Stith,3.1,7.8,0.401,1.2,3.1,0.376,2.0,4.7,0.417,0.475,2.2,2.7,0.845,9.7,2001,0.0,2001-01-01
Antoine Walker,8.8,21.2,0.413,2.7,7.4,0.367,6.0,13.8,0.439,0.478,3.1,4.3,0.716,23.4,2001,0.0,2001-01-01
Eric Williams,2.0,5.5,0.362,0.6,1.7,0.331,1.4,3.8,0.375,0.413,2.0,2.9,0.714,6.6,2001,0.0,2001-01-01
Kenny Anderson,4.1,9.4,0.436,0.1,0.4,0.273,4.0,9.0,0.444,0.442,1.3,1.7,0.742,9.6,2002,0.0,2002-01-01
Tony Battie,2.9,5.3,0.541,0.0,0.0,0.0,2.9,5.2,0.544,0.541,1.2,1.8,0.677,6.9,2002,0.0,2002-01-01
Mark Blount,0.7,1.7,0.421,0.0,0.0,0.0,0.7,1.7,0.421,0.421,0.7,0.8,0.811,2.1,2002,0.0,2002-01-01
Kedrick Brown,0.8,2.4,0.329,0.2,0.9,0.185,0.6,1.5,0.419,0.364,0.4,0.7,0.6,2.2,2002,0.0,2002-01-01
Randy Brown,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,0.0,2002-01-01
Tony Delk,3.6,9.3,0.384,1.1,3.4,0.313,2.5,5.9,0.425,0.441,1.2,1.5,0.804,9.5,2002,0.0,2002-01-01
Joseph Forte,0.1,1.5,0.083,0.0,0.4,0.0,0.1,1.1,0.111,0.083,0.5,0.5,1.0,0.8,2002,0.0,2002-01-01
Walter Mccarty,1.4,3.2,0.444,0.7,1.8,0.394,0.7,1.4,0.506,0.553,0.2,0.3,0.684,3.8,2002,0.0,2002-01-01
Paul Pierce,8.6,19.5,0.442,2.6,6.3,0.404,6.1,13.1,0.461,0.508,6.3,7.8,0.809,26.1,2002,22.0,2002-01-01
Vitaly Potapenko,1.7,3.8,0.455,0.0,0.0,0.0,1.7,3.8,0.455,0.455,1.1,1.5,0.742,4.6,2002,0.0,2002-01-01
Rodney Rogers,4.6,9.8,0.471,1.1,3.1,0.374,3.5,6.8,0.514,0.529,1.5,1.9,0.785,11.9,2002,0.0,2002-01-01
Erick Strickland,2.4,6.2,0.389,1.2,3.1,0.385,1.2,3.1,0.394,0.487,1.7,2.0,0.845,7.7,2002,0.0,2002-01-01
Antoine Walker,8.2,20.9,0.394,2.7,8.0,0.344,5.5,12.9,0.425,0.46,3.0,4.0,0.741,22.1,2002,0.0,2002-01-01
Eric Williams,1.9,5.2,0.374,0.3,1.2,0.279,1.6,4.0,0.401,0.405,2.2,3.0,0.731,6.4,2002,0.0,2002-01-01
Kenny Anderson,2.6,5.8,0.441,0.0,0.1,0.25,2.5,5.7,0.444,0.443,0.8,1.1,0.729,6.0,2004,0.0,2004-01-01
Jonathan Bender,2.4,5.0,0.472,0.4,1.0,0.409,2.0,4.0,0.488,0.514,1.9,2.2,0.83,7.0,2004,0.0,2004-01-01
Jamison Brewer,1.0,2.7,0.371,0.4,1.1,0.357,0.6,1.6,0.381,0.443,0.1,0.5,0.167,2.5,2004,0.0,2004-01-01
Primož Brezec,0.7,1.4,0.462,0.0,0.0,0.0,0.7,1.4,0.462,0.462,0.2,0.3,0.667,1.6,2004,0.0,2004-01-01
Austin Croshere,1.5,4.0,0.388,0.7,1.9,0.389,0.8,2.1,0.387,0.479,1.2,1.4,0.894,5.0,2004,0.0,2004-01-01
Jeff Foster,2.4,4.4,0.544,0.0,0.0,0.0,2.4,4.4,0.55,0.544,1.3,1.9,0.669,6.1,2004,0.0,2004-01-01
Al Harrington,5.3,11.5,0.463,0.3,1.0,0.273,5.1,10.5,0.481,0.475,2.3,3.2,0.734,13.3,2004,0.0,2004-01-01
Anthony Johnson,2.3,5.6,0.406,0.6,1.7,0.336,1.7,4.0,0.436,0.456,1.0,1.3,0.798,6.2,2004,0.0,2004-01-01
Fred Jones,1.5,3.8,0.395,0.3,1.1,0.303,1.2,2.7,0.432,0.439,1.5,1.8,0.832,4.9,2004,0.0,2004-01-01
James Jones,0.3,1.5,0.222,0.2,0.7,0.25,0.2,0.8,0.2,0.278,0.3,0.3,1.0,1.2,2004,0.0,2004-01-01
Reggie Miller,3.3,7.4,0.438,1.7,4.2,0.401,1.6,3.3,0.485,0.551,1.8,2.1,0.885,10.0,2004,0.0,2004-01-01
Jermaine O'Neal,7.8,17.9,0.434,0.0,0.2,0.111,7.8,17.7,0.438,0.435,4.5,5.9,0.757,20.1,2004,523.0,2004-01-01
Scot Pollard,0.8,1.9,0.412,0.0,0.0,0.0,0.8,1.9,0.412,0.412,0.2,0.3,0.571,1.7,2004,0.0,2004-01-01
Jamaal Tinsley,2.9,7.1,0.414,1.5,4.0,0.372,1.5,3.1,0.466,0.518,0.9,1.3,0.731,8.3,2004,0.0,2004-01-01
Metta World Peace,6.4,15.2,0.421,1.0,3.3,0.31,5.4,11.9,0.452,0.455,4.4,6.0,0.733,18.3,2004,0.0,2004-01-01
Kenny Anderson,2.0,4.7,0.423,0.1,0.3,0.462,1.8,4.4,0.42,0.438,0.6,0.9,0.73,4.7,2005,0.0,2005-01-01
Elton Brand,7.8,15.4,0.503,0.0,0.0,0.0,7.8,15.4,0.504,0.503,4.5,6.0,0.752,20.0,2005,0.0,2005-01-01
Rick Brunson,2.1,5.5,0.376,0.6,1.6,0.369,1.5,3.9,0.378,0.43,0.7,0.9,0.77,5.5,2005,0.0,2005-01-01
Lionel Chalmers,1.2,3.5,0.336,0.3,1.4,0.245,0.8,2.1,0.395,0.384,0.4,0.7,0.625,3.1,2005,0.0,2005-01-01
Marko Jarić,3.8,9.1,0.414,1.1,3.0,0.371,2.7,6.1,0.435,0.475,1.2,1.6,0.72,9.9,2005,0.0,2005-01-01
Chris Kaman,3.9,7.9,0.497,0.0,0.0,0.0,3.9,7.8,0.498,0.497,1.3,1.9,0.661,9.1,2005,0.0,2005-01-01
Kerry Kittles,2.5,6.6,0.384,0.6,1.9,0.333,1.9,4.7,0.404,0.432,0.5,0.9,0.6,6.3,2005,0.0,2005-01-01
Shaun Livingston,3.0,7.2,0.414,0.0,0.1,0.0,3.0,7.1,0.418,0.414,1.5,2.0,0.746,7.4,2005,0.0,2005-01-01
Corey Maggette,6.4,14.9,0.431,0.8,2.5,0.304,5.7,12.4,0.457,0.457,8.5,10.0,0.857,22.2,2005,0.0,2005-01-01
Darrick Martin,1.5,4.5,0.32,0.5,1.6,0.278,1.0,2.9,0.344,0.37,0.5,0.7,0.625,3.8,2005,0.0,2005-01-01
Mikki Moore,1.9,3.9,0.502,0.0,0.1,0.2,1.9,3.8,0.507,0.503,1.4,1.8,0.787,5.4,2005,0.0,2005-01-01
Mamadou N'Diaye,0.7,1.8,0.4,0.0,0.1,0.0,0.7,1.7,0.421,0.4,0.4,0.6,0.571,1.8,2005,0.0,2005-01-01
Kirk Penney,0.3,0.8,0.333,0.0,0.3,0.0,0.3,0.5,0.5,0.333,0.0,0.0,0.0,0.5,2005,0.0,2005-01-01
Željko Rebrača,2.3,4.0,0.568,0.0,0.0,0.0,2.3,4.0,0.568,0.568,1.3,1.5,0.859,5.8,2005,0.0,2005-01-01
Quinton Ross,2.1,4.8,0.432,0.0,0.1,0.25,2.1,4.7,0.434,0.433,0.9,1.4,0.673,5.1,2005,0.0,2005-01-01
Bobby Simmons,6.3,13.6,0.466,0.7,1.5,0.435,5.7,12.0,0.47,0.491,3.1,3.6,0.846,16.4,2005,0.0,2005-01-01
Chris Wilcox,3.1,6.1,0.514,0.0,0.0,0.0,3.1,6.1,0.514,0.514,1.6,2.7,0.611,7.9,2005,0.0,2005-01-01
Kyle Anderson,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,2.2,2015,0.0,2015-01-01
Jeff Ayres,1.1,1.9,0.579,0.0,0.0,0.0,1.1,1.9,0.579,0.579,0.5,0.7,0.75,2.7,2015,0.0,2015-01-01
Aron Baynes,2.6,4.7,0.566,0.0,0.1,0.25,2.6,4.6,0.57,0.567,1.3,1.5,0.865,6.6,2015,0.0,2015-01-01
Marco Belinelli,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.471,0.515,1.4,1.6,0.848,9.2,2015,0.0,2015-01-01
Matt Bonner,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.811,3.7,2015,0.0,2015-01-01
Boris Diaw,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,8.7,2015,0.0,2015-01-01
Tim Duncan,5.4,10.6,0.512,0.0,0.1,0.286,5.4,10.5,0.514,0.513,3.0,4.0,0.74,13.9,2015,1.0,2015-01-01
Manu Ginóbili,3.6,8.4,0.426,1.3,3.7,0.345,2.3,4.7,0.489,0.502,2.1,2.9,0.721,10.5,2015,0.0,2015-01-01
Danny Green,4.0,9.1,0.436,2.4,5.6,0.418,1.6,3.5,0.466,0.566,1.4,1.6,0.874,11.7,2015,0.0,2015-01-01
Cory Joseph,2.6,5.2,0.504,0.2,0.6,0.364,2.4,4.6,0.52,0.523,1.3,1.8,0.734,6.8,2015,0.0,2015-01-01
Kawhi Leonard,6.2,12.8,0.479,1.0,3.0,0.349,5.1,9.8,0.519,0.52,3.2,3.9,0.802,16.5,2015,1.0,2015-01-01
Patty Mills,2.5,6.6,0.381,1.2,3.6,0.341,1.3,3.0,0.429,0.473,0.6,0.8,0.825,6.9,2015,0.0,2015-01-01
Tony Parker,5.9,12.2,0.486,0.6,1.3,0.427,5.4,10.9,0.493,0.508,1.9,2.4,0.783,14.4,2015,0.0,2015-01-01
Tiago Splitter,3.3,5.8,0.558,0.0,0.0,0.0,3.3,5.8,0.558,0.558,1.7,2.3,0.75,8.2,2015,0.0,2015-01-01
Reggie Williams,0.8,2.0,0.385,0.2,1.0,0.158,0.6,1.0,0.6,0.423,0.2,0.2,1.0,1.9,2015,0.0,2015-01-01
Reggie Williams,0.8,2.0,0.385,0.2,1.0,0.158,0.6,1.0,0.6,0.423,0.2,0.2,1.0,1.9,2015,0.0,2015-01-01
Kyle Anderson,3.5,6.4,0.543,0.2,0.8,0.265,3.3,5.6,0.583,0.56,0.9,1.5,0.578,8.0,2019,0.0,2019-01-01
Avery Bradley,3.9,9.7,0.408,1.4,3.9,0.351,2.6,5.8,0.446,0.479,0.7,0.8,0.86,9.9,2019,0.0,2019-01-01
Dillon Brooks,2.7,6.8,0.402,0.8,2.2,0.375,1.9,4.6,0.415,0.463,1.2,1.7,0.733,7.5,2019,0.0,2019-01-01
Marshon Brooks,2.6,5.8,0.45,0.5,1.9,0.278,2.1,4.0,0.53,0.494,0.8,1.1,0.697,6.6,2019,0.0,2019-01-01
Bruno Caboclo,2.8,6.6,0.427,1.4,3.8,0.369,1.4,2.8,0.505,0.533,1.2,1.5,0.84,8.3,2019,0.0,2019-01-01
Jevon Carter,1.4,4.7,0.303,0.9,2.6,0.333,0.6,2.1,0.265,0.395,0.7,0.8,0.813,4.4,2019,0.0,2019-01-01
Omri Casspi,2.4,4.5,0.534,0.4,1.2,0.349,2.0,3.3,0.602,0.581,1.1,1.6,0.672,6.3,2019,0.0,2019-01-01
Mike Conley,7.0,16.0,0.438,2.2,6.1,0.364,4.8,9.9,0.483,0.507,4.9,5.8,0.845,21.1,2019,0.0,2019-01-01
Tyler Dorsey,2.2,5.5,0.405,0.9,2.8,0.333,1.3,2.8,0.477,0.489,0.8,1.3,0.623,6.2,2019,0.0,2019-01-01
Dusty Hannahs,1.5,6.0,0.25,0.0,2.5,0.0,1.5,3.5,0.429,0.25,1.0,1.0,1.0,4.0,2019,0.0,2019-01-01
Justin Holiday,3.7,9.5,0.386,2.0,5.7,0.348,1.7,3.8,0.442,0.49,1.2,1.3,0.896,10.5,2019,0.0,2019-01-01
Jaren Jackson Jr.,5.1,10.2,0.506,0.9,2.4,0.359,4.3,7.7,0.553,0.549,2.6,3.4,0.766,13.8,2019,0.0,2019-01-01
C.J. Miles,2.1,5.9,0.36,1.3,3.8,0.33,0.8,2.0,0.417,0.468,0.9,1.1,0.828,6.4,2019,0.0,2019-01-01
Joakim Noah,2.6,5.1,0.516,0.0,0.0,0.0,2.6,5.0,0.519,0.516,1.9,2.6,0.716,7.1,2019,0.0,2019-01-01
Chandler Parsons,2.7,7.3,0.374,1.2,3.8,0.309,1.6,3.5,0.443,0.453,0.9,1.0,0.88,7.5,2019,0.0,2019-01-01
Ivan Rabb,2.4,4.3,0.547,0.1,0.3,0.2,2.3,4.0,0.574,0.554,1.0,1.4,0.71,5.8,2019,0.0,2019-01-01
D.J. Stephens,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,2.0,2019,0.0,2019-01-01
Jonas Valančiūnas,6.1,11.0,0.559,0.3,1.0,0.292,5.9,10.0,0.586,0.572,3.0,3.8,0.795,15.6,2019,0.0,2019-01-01
Julian Washburn,0.9,2.7,0.333,0.3,1.3,0.208,0.6,1.3,0.458,0.385,0.2,0.2,0.75,2.2,2019,0.0,2019-01-01
Yuta Watanabe,1.0,3.4,0.294,0.1,1.1,0.125,0.9,2.3,0.371,0.314,0.5,0.7,0.7,2.6,2019,0.0,2019-01-01
Delon Wright,3.2,7.4,0.434,0.7,2.2,0.298,2.6,5.2,0.492,0.478,1.6,2.0,0.793,8.7,2019,0.0,2019-01-01
Tyler Zeller,2.7,5.0,0.533,0.0,0.2,0.0,2.7,4.8,0.552,0.533,2.3,3.0,0.778,7.7,2019,0.0,2019-01-01
Nick Anderson,7.5,16.8,0.449,1.1,3.2,0.353,6.4,13.6,0.471,0.482,3.8,5.1,0.741,19.9,1993,0.0,1993-01-01
Anthony Bowie,3.5,7.4,0.471,0.2,0.6,0.313,3.3,6.8,0.486,0.484,0.9,1.1,0.798,8.0,1993,0.0,1993-01-01
Terry Catledge,1.7,3.5,0.493,0.0,0.0,0.0,1.7,3.5,0.493,0.493,1.3,1.6,0.794,4.7,1993,0.0,1993-01-01
Bison Dele,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.519,0.513,0.8,1.0,0.8,4.6,1993,0.0,1993-01-01
Litterial Green,1.7,3.8,0.439,0.0,0.2,0.1,1.7,3.6,0.457,0.442,1.2,1.8,0.625,4.5,1993,0.0,1993-01-01
Steve Kerr,1.0,2.3,0.434,0.1,0.5,0.231,0.9,1.8,0.49,0.459,0.4,0.5,0.917,2.6,1993,0.0,1993-01-01
Greg Kite,0.6,1.3,0.452,0.0,0.0,0.0,0.6,1.3,0.458,0.452,0.2,0.4,0.542,1.4,1993,0.0,1993-01-01
Shaquille O'Neal,9.0,16.1,0.562,0.0,0.0,0.0,9.0,16.1,0.563,0.562,5.3,8.9,0.592,23.4,1993,30.0,1993-01-01
Donald Royal,2.5,5.1,0.496,0.0,0.0,0.0,2.5,5.0,0.5,0.496,4.1,5.1,0.815,9.2,1993,0.0,1993-01-01
Dennis Scott,6.1,14.1,0.431,2.0,5.0,0.403,4.1,9.2,0.446,0.502,1.7,2.2,0.786,15.9,1993,0.0,1993-01-01
Scott Skiles,5.3,11.4,0.467,1.0,3.0,0.34,4.3,8.4,0.512,0.512,3.7,4.2,0.892,15.4,1993,0.0,1993-01-01
Tom Tolbert,3.1,6.3,0.498,0.1,0.4,0.321,3.0,5.9,0.509,0.508,1.7,2.3,0.726,8.1,1993,0.0,1993-01-01
Jeff Turner,3.1,5.8,0.529,0.1,0.2,0.588,2.9,5.6,0.526,0.54,0.7,0.9,0.8,7.0,1993,0.0,1993-01-01
Howard Wright,1.0,1.3,0.8,0.0,0.0,0.0,1.0,1.3,0.8,0.8,0.0,0.5,0.0,2.0,1993,0.0,1993-01-01
Nick Anderson,6.2,13.0,0.478,1.2,3.9,0.322,5.0,9.1,0.545,0.526,2.1,3.1,0.672,15.8,1994,0.0,1994-01-01
Anthony Avent,2.0,5.4,0.377,0.0,0.0,0.0,2.0,5.4,0.377,0.377,1.2,1.7,0.724,5.3,1994,0.0,1994-01-01
Anthony Bowie,2.0,4.1,0.481,0.0,0.3,0.056,2.0,3.9,0.509,0.483,0.6,0.7,0.837,4.6,1994,0.0,1994-01-01
Litterial Green,0.8,2.0,0.386,0.0,0.1,0.25,0.7,1.8,0.396,0.395,1.0,1.3,0.757,2.5,1994,0.0,1994-01-01
Geert Hammink,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,2.0,1994,0.0,1994-01-01
Anfernee Hardaway,6.2,13.3,0.466,0.6,2.3,0.267,5.6,11.0,0.507,0.489,3.0,4.0,0.742,16.0,1994,0.0,1994-01-01
Greg Kite,0.4,1.2,0.371,0.0,0.0,0.0,0.4,1.2,0.371,0.371,0.3,0.8,0.364,1.2,1994,0.0,1994-01-01
Larry Krystkowiak,2.1,4.4,0.48,0.0,0.0,0.0,2.1,4.3,0.483,0.48,0.9,1.1,0.795,5.1,1994,0.0,1994-01-01
Shaquille O'Neal,11.8,19.6,0.599,0.0,0.0,0.0,11.8,19.6,0.6,0.599,5.8,10.5,0.554,29.3,1994,289.0,1994-01-01
Tree Rollins,0.6,1.2,0.547,0.0,0.0,0.0,0.6,1.2,0.547,0.547,0.4,0.7,0.6,1.7,1994,0.0,1994-01-01
Donald Royal,2.4,4.7,0.501,0.0,0.0,0.0,2.4,4.7,0.504,0.501,2.7,3.6,0.74,7.4,1994,0.0,1994-01-01
Dennis Scott,4.7,11.6,0.405,1.9,4.7,0.399,2.8,6.8,0.408,0.486,1.5,1.9,0.774,12.8,1994,0.0,1994-01-01
Scott Skiles,3.4,7.9,0.429,0.8,2.0,0.412,2.5,5.8,0.434,0.481,2.4,2.7,0.878,9.9,1994,0.0,1994-01-01
Keith Tower,0.4,0.8,0.444,0.0,0.0,0.0,0.4,0.8,0.444,0.444,0.0,0.0,0.0,0.7,1994,0.0,1994-01-01
Jeff Turner,2.9,6.3,0.467,0.3,0.8,0.327,2.7,5.5,0.488,0.488,0.5,0.7,0.778,6.6,1994,0.0,1994-01-01
Nick Anderson,5.8,12.1,0.476,2.4,5.7,0.415,3.4,6.5,0.528,0.573,1.9,2.7,0.704,15.8,1995,0.0,1995-01-01
Darrell Armstrong,1.0,2.7,0.375,0.7,2.0,0.333,0.3,0.7,0.5,0.5,0.7,0.7,1.0,3.3,1995,0.0,1995-01-01
Anthony Avent,1.5,3.4,0.43,0.0,0.0,0.0,1.5,3.4,0.43,0.43,0.7,1.1,0.64,3.6,1995,0.0,1995-01-01
Anthony Bowie,2.3,4.8,0.48,0.2,0.5,0.3,2.1,4.3,0.502,0.496,0.8,0.9,0.836,5.5,1995,0.0,1995-01-01
Horace Grant,5.4,9.6,0.567,0.0,0.1,0.0,5.4,9.4,0.574,0.567,2.0,2.9,0.692,12.8,1995,0.0,1995-01-01
Geert Hammink,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,2.0,2.0,1.0,4.0,1995,0.0,1995-01-01
Anfernee Hardaway,7.6,14.8,0.512,1.1,3.2,0.349,6.5,11.6,0.558,0.55,4.6,6.0,0.769,20.9,1995,23.0,1995-01-01
Shaquille O'Neal,11.8,20.2,0.583,0.0,0.1,0.0,11.8,20.1,0.585,0.583,5.8,10.8,0.533,29.3,1995,605.0,1995-01-01
Tree Rollins,0.4,0.8,0.476,0.0,0.0,0.0,0.4,0.8,0.476,0.476,0.4,0.6,0.677,1.2,1995,0.0,1995-01-01
Donald Royal,2.9,6.2,0.475,0.0,0.1,0.0,2.9,6.1,0.479,0.475,3.2,4.3,0.746,9.1,1995,0.0,1995-01-01
Dennis Scott,4.6,10.4,0.439,2.4,5.7,0.426,2.1,4.7,0.454,0.555,1.4,1.8,0.754,12.9,1995,0.0,1995-01-01
Brian Shaw,2.5,6.3,0.389,0.6,2.4,0.261,1.8,4.0,0.465,0.437,0.9,1.2,0.737,6.4,1995,0.0,1995-01-01
Brooks Thompson,1.2,3.0,0.395,0.5,1.5,0.31,0.7,1.5,0.482,0.474,0.2,0.3,0.667,3.1,1995,0.0,1995-01-01
Keith Tower,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.7,0.5,0.3,1995,0.0,1995-01-01
Jeff Turner,1.5,3.6,0.41,0.6,1.5,0.36,0.9,2.1,0.447,0.486,0.5,0.6,0.897,4.1,1995,0.0,1995-01-01
Nick Anderson,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.692,14.7,1996,0.0,1996-01-01
Darrell Armstrong,1.2,2.5,0.5,0.5,0.9,0.5,0.8,1.5,0.5,0.594,0.3,0.3,1.0,3.2,1996,0.0,1996-01-01
Anthony Bonner,1.3,3.8,0.333,0.0,0.0,0.0,1.3,3.8,0.333,0.333,0.8,1.8,0.429,3.3,1996,0.0,1996-01-01
Anthony Bowie,1.7,3.7,0.471,0.2,0.4,0.387,1.6,3.3,0.481,0.493,0.5,0.6,0.87,4.2,1996,0.0,1996-01-01
Horace Grant,5.5,10.7,0.513,0.0,0.1,0.167,5.5,10.7,0.516,0.513,2.4,3.3,0.734,13.4,1996,0.0,1996-01-01
