Player,FG%,3P%,2P%,eFG%,FT%,PTS,Year,season_date
Joe Dumars,0.416,0.371,0.468,0.516,0.825,13.1,1998,1998-01-01
Bison Dele,0.511,0.333,0.511,0.511,0.707,16.2,1998,1998-01-01
Antoine Walker,0.423,0.312,0.447,0.45,0.645,22.4,1998,1998-01-01
Tom Gugliotta,0.502,0.118,0.513,0.504,0.821,20.1,1998,1998-01-01
Kevin Garnett,0.491,0.188,0.495,0.492,0.738,18.5,1998,1998-01-01
Sam Mack,0.397,0.409,0.386,0.496,0.805,10.8,1998,1998-01-01
Tony Massenburg,0.479,0.0,0.479,0.479,0.73,6.5,1998,1998-01-01
Lee Mayberry,0.375,0.35,0.402,0.466,0.745,4.6,1998,1998-01-01
Ivano Newbill,0.351,1.0,0.339,0.36,0.567,2.1,1998,1998-01-01
Jerome Williams,0.524,0.0,0.526,0.524,0.651,5.3,1998,1998-01-01
Jerry Stackhouse,0.435,0.241,0.483,0.459,0.787,15.8,1998,1998-01-01
Malik Sealy,0.428,0.22,0.446,0.437,0.824,7.7,1998,1998-01-01
Don Reid,0.534,0.0,0.534,0.534,0.704,3.5,1998,1998-01-01
Scot Pollard,0.5,0.0,0.5,0.5,0.826,2.7,1998,1998-01-01
Charles O'Bannon,0.377,0.0,0.394,0.377,0.8,2.1,1998,1998-01-01
Eric Montross,0.424,0.0,0.424,0.424,0.4,2.9,1998,1998-01-01
Rick Mahorn,0.457,0.0,0.457,0.457,0.676,2.4,1998,1998-01-01
Grant Long,0.427,0.0,0.442,0.427,0.719,3.5,1998,1998-01-01
Kenny Anderson,0.398,0.356,0.411,0.44,0.789,12.2,1998,1998-01-01
Dana Barros,0.461,0.407,0.499,0.544,0.847,9.8,1998,1998-01-01
Chris Carr,0.42,0.315,0.462,0.465,0.848,9.9,1998,1998-01-01
Bruce Bowen,0.409,0.339,0.427,0.443,0.623,5.6,1998,1998-01-01
Tyus Edney,0.431,0.3,0.437,0.438,0.793,5.3,1998,1998-01-01
Pervis Ellison,0.571,0.0,0.571,0.571,0.588,3.0,1998,1998-01-01
Reggie Hanson,0.5,0.0,0.5,0.5,0.0,0.8,1998,1998-01-01
Dontae' Jones,0.333,0.261,0.382,0.386,0.0,2.9,1998,1998-01-01
Travis Knight,0.441,0.273,0.465,0.458,0.786,6.5,1998,1998-01-01
Walter Mccarty,0.404,0.309,0.434,0.441,0.742,9.6,1998,1998-01-01
Ron Mercer,0.45,0.107,0.458,0.451,0.839,15.3,1998,1998-01-01
Greg Minor,0.436,0.194,0.462,0.445,0.686,5.0,1998,1998-01-01
Michael Smith,0.479,0.0,0.482,0.479,0.631,5.2,1998,1998-01-01
Larry Robinson,0.316,0.5,0.231,0.395,1.0,2.8,1998,1998-01-01
Bryant Reeves,0.523,0.0,0.525,0.523,0.706,16.3,1998,1998-01-01
Andrew Declercq,0.497,0.0,0.499,0.497,0.601,5.4,1998,1998-01-01
Michael Smith,0.479,0.0,0.482,0.479,0.631,5.2,1998,1998-01-01
Brian Oliver,0.368,0.0,0.368,0.368,0.25,3.0,1998,1998-01-01
Keith Closs,0.449,0.0,0.449,0.449,0.597,4.0,1998,1998-01-01
Bob Sura,0.377,0.317,0.398,0.418,0.565,5.8,1998,1998-01-01
Shawnelle Scott,0.444,0.0,0.444,0.444,0.667,1.1,1998,1998-01-01
Vitaly Potapenko,0.48,0.0,0.48,0.48,0.708,7.1,1998,1998-01-01
Wesley Person,0.46,0.43,0.486,0.56,0.776,14.7,1998,1998-01-01
Vincent Askew,0.352,0.0,0.365,0.352,0.718,2.2,1998,1998-01-01
Stacey Augmon,0.414,0.143,0.419,0.415,0.603,5.7,1998,1998-01-01
Rick Brunson,0.348,0.361,0.338,0.426,0.677,4.3,1998,1998-01-01
Kelvin Cato,0.428,0.0,0.434,0.428,0.688,3.8,1998,1998-01-01
John Crotty,0.322,0.3,0.329,0.356,0.941,3.7,1998,1998-01-01
Brian Grant,0.508,0.0,0.509,0.508,0.75,12.1,1998,1998-01-01
Gary Grant,0.462,0.368,0.486,0.5,0.857,4.8,1998,1998-01-01
Sean Higgins,0.0,0.0,0.0,0.0,0.0,0.0,1998,1998-01-01
Alton Lister,0.375,0.0,0.375,0.375,0.0,0.9,1998,1998-01-01
Jermaine O'Neal,0.485,0.0,0.489,0.485,0.506,4.5,1998,1998-01-01
Isaiah Rider,0.423,0.321,0.472,0.475,0.828,19.7,1998,1998-01-01
Carl Thomas,0.4,0.339,0.444,0.471,0.64,3.4,1998,1998-01-01
Isaac Austin,0.466,0.0,0.47,0.466,0.669,13.5,1998,1998-01-01
Bubba Wells,0.414,0.167,0.427,0.418,0.721,3.3,1998,1998-01-01
Kurt Thomas,0.378,0.0,0.378,0.378,1.0,7.4,1998,1998-01-01
Spud Webb,0.417,0.0,0.455,0.417,1.0,3.0,1998,1998-01-01
Gerald Wilkins,0.325,0.266,0.345,0.358,0.704,5.3,1998,1998-01-01
Chris Anstey,0.398,0.188,0.414,0.405,0.716,5.9,1998,1998-01-01
Shawn Bradley,0.422,0.333,0.422,0.423,0.722,11.4,1998,1998-01-01
Adrian Caldwell,0.0,0.0,0.0,0.0,0.0,0.0,1998,1998-01-01
Cedric Ceballos,0.492,0.3,0.53,0.517,0.738,11.4,1998,1998-01-01
Hubert Davis,0.456,0.439,0.464,0.522,0.836,11.1,1998,1998-01-01
Michael Finley,0.449,0.357,0.466,0.477,0.784,21.5,1998,1998-01-01
A.C. Green,0.453,0.0,0.457,0.453,0.716,7.3,1998,1998-01-01
Martin Müürsepp,0.435,0.421,0.438,0.476,0.761,5.7,1998,1998-01-01
Robert Pack,0.337,0.5,0.326,0.352,0.694,7.8,1998,1998-01-01
Khalid Reeves,0.418,0.368,0.435,0.465,0.775,8.7,1998,1998-01-01
Shawn Respert,0.444,0.333,0.495,0.497,0.787,5.9,1998,1998-01-01
Eric Riley,0.415,0.0,0.418,0.415,0.75,3.6,1998,1998-01-01
Erick Strickland,0.357,0.294,0.382,0.4,0.774,7.6,1998,1998-01-01
Samaki Walker,0.486,0.0,0.488,0.486,0.546,8.9,1998,1998-01-01
Arvydas Sabonis,0.493,0.261,0.53,0.511,0.798,16.0,1998,1998-01-01
Damon Stoudamire,0.411,0.299,0.454,0.452,0.829,17.3,1998,1998-01-01
Brevin Knight,0.441,0.0,0.446,0.441,0.801,9.0,1998,1998-01-01
Ron Harper,0.441,0.19,0.477,0.453,0.75,9.3,1998,1998-01-01
Michael Jordan,0.465,0.238,0.482,0.473,0.784,28.7,1998,1998-01-01
Steve Kerr,0.454,0.438,0.465,0.548,0.918,7.5,1998,1998-01-01
Joe Kleine,0.368,0.0,0.368,0.368,0.833,2.0,1998,1998-01-01
Toni Kukoč,0.455,0.362,0.48,0.493,0.708,13.3,1998,1998-01-01
Harold Ellis,0.559,0.0,0.579,0.559,0.635,6.1,1998,1998-01-01
Tony Battie,0.446,0.214,0.452,0.449,0.702,8.4,1998,1998-01-01
Tony Dumas,0.5,0.5,0.5,0.583,0.0,2.0,1998,1998-01-01
Mitchell Butler,0.319,0.167,0.341,0.33,0.6,2.1,1998,1998-01-01
Cory Alexander,0.428,0.375,0.469,0.51,0.784,8.1,1998,1998-01-01
Scott Brooks,0.424,0.455,0.418,0.462,0.9,1.8,1998,1998-01-01
Derek Anderson,0.408,0.202,0.442,0.422,0.873,11.7,1998,1998-01-01
Michael Cage,0.512,0.0,0.518,0.512,0.556,1.3,1998,1998-01-01
Sam Cassell,0.441,0.188,0.46,0.448,0.86,19.6,1998,1998-01-01
Yinka Dare,0.222,0.0,0.222,0.222,0.5,1.2,1998,1998-01-01
Scott Burrell,0.424,0.354,0.468,0.492,0.734,5.2,1998,1998-01-01
Jud Buechler,0.483,0.385,0.541,0.554,0.5,2.7,1998,1998-01-01
Randy Brown,0.384,0.0,0.391,0.384,0.718,4.1,1998,1998-01-01
Keith Booth,0.333,0.0,0.4,0.333,1.0,1.7,1998,1998-01-01
Shawn Kemp,0.445,0.25,0.446,0.446,0.727,18.0,1998,1998-01-01
Henry James,0.407,0.44,0.382,0.5,0.955,2.9,1998,1998-01-01
Zydrunas Ilgauskas,0.518,0.25,0.519,0.519,0.762,13.9,1998,1998-01-01
Rasheed Wallace,0.533,0.205,0.548,0.537,0.662,14.6,1998,1998-01-01
Cedric Henderson,0.48,0.0,0.483,0.48,0.716,10.1,1998,1998-01-01
Cedric Henderson,0.48,0.0,0.483,0.48,0.716,10.1,1998,1998-01-01
Greg Graham,0.583,0.0,0.778,0.583,1.0,2.7,1998,1998-01-01
Johnny Taylor,0.351,0.5,0.343,0.365,0.688,3.2,1998,1998-01-01
Danny Ferry,0.395,0.333,0.428,0.453,0.8,4.2,1998,1998-01-01
Dontonio Wingfield,0.0,0.0,0.0,0.0,0.5,0.3,1998,1998-01-01
Bobby Jackson,0.392,0.259,0.407,0.405,0.814,11.6,1998,1998-01-01
Anthony Goldwire,0.423,0.384,0.436,0.472,0.806,9.2,1998,1998-01-01
Kiwane Lemorris Garris,0.338,0.357,0.333,0.377,0.76,2.4,1998,1998-01-01
Dean Garrett,0.428,0.0,0.428,0.428,0.648,7.3,1998,1998-01-01
Danny Fortson,0.452,0.333,0.452,0.453,0.776,10.2,1998,1998-01-01
Laphonso Ellis,0.407,0.284,0.438,0.435,0.805,14.3,1998,1998-01-01
Walt Williams,0.386,0.365,0.4,0.46,0.864,10.3,1998,1998-01-01
Derek Strong,0.42,0.0,0.423,0.42,0.781,12.7,1998,1998-01-01
Danny Schayes,0.418,0.0,0.418,0.418,0.807,5.5,1998,1998-01-01
Mark Price,0.431,0.335,0.471,0.48,0.845,9.5,1998,1998-01-01
Ervin Johnson,0.537,0.0,0.537,0.537,0.601,8.0,1998,1998-01-01
Jerald Honeycutt,0.407,0.377,0.424,0.473,0.621,6.4,1998,1998-01-01
Tyrone Hill,0.498,0.0,0.499,0.498,0.608,10.0,1998,1998-01-01
Litterial Green,0.217,0.0,0.238,0.217,0.75,1.2,1998,1998-01-01
Armen Gilliam,0.484,0.0,0.487,0.484,0.802,11.2,1998,1998-01-01
Jamie Feick,0.433,0.308,0.455,0.456,0.488,2.3,1998,1998-01-01
Michael Curry,0.469,0.444,0.469,0.474,0.835,6.6,1998,1998-01-01
Tim Breaux,0.364,0.333,0.375,0.409,0.5,1.7,1998,1998-01-01
Terrell Brandon,0.464,0.333,0.483,0.485,0.846,16.8,1998,1998-01-01
Ray Allen,0.428,0.364,0.453,0.479,0.875,19.5,1998,1998-01-01
Joe Wolf,0.331,0.2,0.342,0.339,0.5,1.5,1998,1998-01-01
Eric Williams,0.393,0.0,0.393,0.393,0.689,19.8,1998,1998-01-01
Eric Washington,0.404,0.321,0.435,0.448,0.783,7.7,1998,1998-01-01
Bryant Stith,0.333,0.208,0.367,0.356,0.872,7.6,1998,1998-01-01
Johnny Newman,0.431,0.343,0.444,0.453,0.82,14.7,1998,1998-01-01
Andrew Lang,0.378,0.0,0.38,0.378,0.772,2.7,1998,1998-01-01
Jeff Nordgaard,0.278,0.0,0.278,0.278,0.889,1.4,1998,1998-01-01
Elliot Perry,0.43,0.34,0.438,0.445,0.844,7.3,1998,1998-01-01
Ricky Pierce,0.364,0.308,0.369,0.378,0.827,3.9,1998,1998-01-01
Vinny Del Negro,0.441,0.436,0.441,0.458,0.796,9.5,1998,1998-01-01
Willie Burton,0.381,0.333,0.417,0.452,0.667,2.1,1998,1998-01-01
Tim Duncan,0.549,0.0,0.553,0.549,0.662,21.1,1998,1998-01-01
Sean Elliott,0.403,0.378,0.413,0.459,0.718,9.3,1998,1998-01-01
Reggie Geary,0.331,0.3,0.341,0.367,0.5,2.5,1998,1998-01-01
Carl Herrera,0.434,0.0,0.437,0.434,0.409,2.9,1998,1998-01-01
Jaren Jackson,0.394,0.377,0.409,0.48,0.797,8.8,1998,1998-01-01
Priest Lauderdale,0.417,0.0,0.417,0.417,0.551,3.7,1998,1998-01-01
Avery Johnson,0.478,0.154,0.485,0.48,0.726,10.2,1998,1998-01-01
Will Perdue,0.549,0.0,0.551,0.549,0.526,5.0,1998,1998-01-01
Chuck Person,0.359,0.344,0.393,0.479,0.757,6.7,1998,1998-01-01
David Robinson,0.511,0.25,0.512,0.511,0.735,21.6,1998,1998-01-01
Malik Rose,0.434,0.333,0.436,0.438,0.639,3.0,1998,1998-01-01
Monty Williams,0.448,0.5,0.448,0.45,0.67,6.3,1998,1998-01-01
Tony Smith,0.333,0.0,0.4,0.333,0.75,2.7,1998,1998-01-01
Glenn Robinson,0.47,0.385,0.475,0.481,0.808,23.4,1998,1998-01-01
Brad Lohaus,0.333,0.286,0.429,0.429,0.333,2.1,1998,1998-01-01
Sherman Douglas,0.495,0.304,0.514,0.509,0.669,8.0,1998,1998-01-01
Jacque Vaughn,0.361,0.375,0.36,0.373,0.706,3.1,1998,1998-01-01
Bryon Russell,0.43,0.341,0.492,0.5,0.766,9.0,1998,1998-01-01
Tony Farmer,0.321,0.222,0.341,0.34,0.795,2.5,1998,1998-01-01
Vlade Divac,0.498,0.214,0.506,0.501,0.691,10.4,1998,1998-01-01
Dell Curry,0.447,0.421,0.46,0.517,0.788,9.4,1998,1998-01-01
Corey Beck,0.459,0.5,0.458,0.465,0.729,3.2,1998,1998-01-01
B.J. Armstrong,0.493,0.257,0.539,0.514,0.84,4.0,1998,1998-01-01
Nick Anderson,0.455,0.36,0.493,0.506,0.638,15.3,1998,1998-01-01
Darrell Armstrong,0.411,0.368,0.42,0.443,0.854,9.2,1998,1998-01-01
David Benoit,0.373,0.324,0.408,0.44,0.824,5.5,1998,1998-01-01
Kevin Edwards,0.345,0.4,0.34,0.364,0.857,3.8,1998,1998-01-01
Horace Grant,0.459,0.0,0.462,0.459,0.678,12.1,1998,1998-01-01
Anfernee Hardaway,0.377,0.3,0.395,0.405,0.763,16.4,1998,1998-01-01
Derek Harper,0.417,0.36,0.442,0.471,0.696,8.6,1998,1998-01-01
Jason Lawson,0.6,0.0,0.6,0.6,0.8,1.5,1998,1998-01-01
Kevin Ollie,0.378,0.0,0.381,0.378,0.7,3.5,1998,1998-01-01
Bo Outlaw,0.554,0.25,0.557,0.555,0.575,9.5,1998,1998-01-01
Matt Geiger,0.505,0.091,0.511,0.506,0.712,11.3,1998,1998-01-01
Anthony Mason,0.509,0.0,0.512,0.509,0.649,12.8,1998,1998-01-01
Vernon Maxwell,0.399,0.33,0.452,0.471,0.8,6.9,1998,1998-01-01
Michael Mcdonald,0.0,0.0,0.0,0.0,0.0,0.0,1998,1998-01-01
Greg Ostertag,0.481,0.0,0.481,0.481,0.479,4.7,1998,1998-01-01
Chris Morris,0.411,0.306,0.455,0.457,0.721,4.3,1998,1998-01-01
Karl Malone,0.53,0.333,0.531,0.531,0.761,27.0,1998,1998-01-01
Adam Keefe,0.54,0.0,0.54,0.54,0.81,7.8,1998,1998-01-01
Troy Hudson,0.429,0.0,0.545,0.429,0.0,1.5,1998,1998-01-01
Jeff Hornacek,0.482,0.441,0.489,0.516,0.885,14.2,1998,1998-01-01
Greg Foster,0.445,0.222,0.45,0.447,0.77,5.7,1998,1998-01-01
John Stockton,0.528,0.429,0.55,0.567,0.827,12.0,1998,1998-01-01
Howard Eisley,0.441,0.407,0.451,0.487,0.852,7.7,1998,1998-01-01
Shandon Anderson,0.538,0.219,0.56,0.545,0.735,8.3,1998,1998-01-01
Travis Williams,0.471,0.0,0.475,0.471,0.522,3.5,1998,1998-01-01
David Wesley,0.443,0.347,0.467,0.477,0.795,13.0,1998,1998-01-01
Donald Royal,0.362,0.0,0.362,0.362,0.879,2.5,1998,1998-01-01
Glen Rice,0.457,0.433,0.464,0.504,0.849,22.3,1998,1998-01-01
J.R. Reid,0.459,0.375,0.461,0.464,0.73,4.9,1998,1998-01-01
Bobby Phills,0.446,0.386,0.461,0.486,0.757,10.4,1998,1998-01-01
Antoine Carr,0.465,0.0,0.465,0.465,0.776,5.7,1998,1998-01-01
Brian Evans,0.394,0.333,0.418,0.441,0.807,4.5,1998,1998-01-01
Carlos Rogers,0.516,0.0,0.528,0.516,0.563,5.3,1998,1998-01-01
Kendall Gill,0.429,0.257,0.449,0.443,0.688,13.4,1998,1998-01-01
Chris Gatling,0.455,0.25,0.457,0.456,0.6,11.5,1998,1998-01-01
Pooh Richardson,0.372,0.193,0.409,0.389,0.698,4.2,1998,1998-01-01
Eric Piatkowski,0.452,0.409,0.489,0.546,0.824,11.3,1998,1998-01-01
Lamond Murray,0.481,0.353,0.504,0.508,0.748,15.4,1998,1998-01-01
Darrick Martin,0.377,0.365,0.384,0.45,0.848,10.3,1998,1998-01-01
James Collins,0.382,0.45,0.343,0.464,0.571,2.6,1998,1998-01-01
Shea Seals,0.125,0.0,0.2,0.125,0.5,1.0,1998,1998-01-01
Rodney Rogers,0.456,0.34,0.49,0.494,0.686,15.1,1998,1998-01-01
Sean Rooks,0.455,0.0,0.455,0.455,0.595,3.4,1998,1998-01-01
Buck Williams,0.503,0.0,0.503,0.503,0.732,4.9,1998,1998-01-01
Charlie Ward,0.455,0.377,0.512,0.534,0.805,7.8,1998,1998-01-01
Brooks Thompson,0.411,0.3,0.538,0.491,0.5,2.0,1998,1998-01-01
John Starks,0.393,0.327,0.441,0.461,0.787,12.9,1998,1998-01-01
Charles Oakley,0.44,0.0,0.444,0.44,0.851,9.0,1998,1998-01-01
Kevin Willis,0.51,0.143,0.513,0.511,0.793,16.1,1998,1998-01-01
Joe Stephens,0.357,0.3,0.389,0.411,0.667,3.9,1998,1998-01-01
Herb Williams,0.419,0.0,0.419,0.419,0.125,1.4,1998,1998-01-01
Rodrick Rhodes,0.367,0.25,0.37,0.37,0.617,5.8,1998,1998-01-01
Charles Smith,0.392,0.319,0.436,0.452,0.545,3.5,1998,1998-01-01
Charles Smith,0.392,0.319,0.436,0.452,0.545,3.5,1998,1998-01-01
Gerald Madkins,0.382,0.4,0.368,0.471,0.714,1.9,1998,1998-01-01
Jim Jackson,0.43,0.319,0.453,0.458,0.812,15.7,1998,1998-01-01
Jeff Grayer,0.364,0.333,0.4,0.455,0.0,2.0,1998,1998-01-01
Todd Fuller,0.42,0.0,0.428,0.42,0.688,4.0,1998,1998-01-01
Adonal Foyle,0.406,0.0,0.408,0.406,0.435,3.0,1998,1998-01-01
Duane Ferrell,0.369,0.0,0.39,0.369,0.545,1.9,1998,1998-01-01
Tony Delk,0.393,0.268,0.424,0.42,0.735,10.1,1998,1998-01-01
Charles Smith,0.392,0.319,0.436,0.452,0.545,3.5,1998,1998-01-01
Erick Dampier,0.445,0.0,0.446,0.445,0.669,11.8,1998,1998-01-01
Jason Caffey,0.485,0.0,0.487,0.485,0.655,7.3,1998,1998-01-01
Muggsy Bogues,0.437,0.25,0.446,0.443,0.897,5.7,1998,1998-01-01
Nick Van Exel,0.419,0.389,0.44,0.501,0.791,13.8,1998,1998-01-01
Lorenzen Wright,0.445,0.0,0.446,0.445,0.659,9.0,1998,1998-01-01
Stojko Vranković,0.425,0.0,0.425,0.425,0.569,3.0,1998,1998-01-01
Loy Vaught,0.429,0.0,0.439,0.429,0.375,7.5,1998,1998-01-01
Maurice Taylor,0.476,0.0,0.476,0.476,0.709,11.5,1998,1998-01-01
Bimbo Coles,0.379,0.228,0.402,0.394,0.886,8.0,1998,1998-01-01
Brent Price,0.413,0.39,0.447,0.531,0.786,5.6,1998,1998-01-01
Hakeem Olajuwon,0.483,0.0,0.486,0.483,0.755,16.4,1998,1998-01-01
Matt Maloney,0.408,0.364,0.471,0.515,0.833,8.6,1998,1998-01-01
Sam Perkins,0.416,0.392,0.438,0.508,0.789,7.2,1998,1998-01-01
Detlef Schrempf,0.487,0.415,0.501,0.521,0.844,15.8,1998,1998-01-01
Aaron Williams,0.523,0.0,0.525,0.523,0.776,4.6,1998,1998-01-01
David Wingate,0.471,0.429,0.474,0.482,0.517,2.6,1998,1998-01-01
George Zídek,0.241,0.5,0.222,0.259,0.875,2.4,1998,1998-01-01
Pete Myers,0.5,0.0,0.5,0.5,0.667,1.6,1998,1998-01-01
Chris Mills,0.433,0.292,0.468,0.462,0.804,9.7,1998,1998-01-01
Gary Payton,0.453,0.338,0.505,0.505,0.744,19.2,1998,1998-01-01
Larry Johnson,0.485,0.238,0.504,0.494,0.756,15.5,1998,1998-01-01
Patrick Ewing,0.504,0.0,0.506,0.504,0.72,20.8,1998,1998-01-01
Patrick Ewing,0.504,0.0,0.506,0.504,0.72,20.8,1998,1998-01-01
Chris Dudley,0.406,0.0,0.406,0.406,0.446,3.1,1998,1998-01-01
Ben Davis,0.2,0.0,0.2,0.2,0.0,0.6,1998,1998-01-01
Terry Cummings,0.467,0.0,0.468,0.467,0.684,6.3,1998,1998-01-01
Chris Childs,0.421,0.31,0.457,0.459,0.825,6.3,1998,1998-01-01
Anthony Bowie,0.542,0.75,0.527,0.568,0.889,2.8,1998,1998-01-01
Allan Houston,0.447,0.385,0.46,0.479,0.851,18.4,1998,1998-01-01
Nate Mcmillan,0.343,0.441,0.242,0.455,1.0,3.4,1998,1998-01-01
Jim Mcilvaine,0.453,0.0,0.459,0.453,0.556,3.2,1998,1998-01-01
Jerome Kersey,0.416,0.1,0.43,0.418,0.6,6.3,1998,1998-01-01
Charles Jones,0.7,0.0,0.7,0.7,0.5,0.6,1998,1998-01-01
Charles Jones,0.7,0.0,0.7,0.7,0.5,0.6,1998,1998-01-01
Charles Jones,0.7,0.0,0.7,0.7,0.5,0.6,1998,1998-01-01
Eddie Johnson,0.417,0.333,0.465,0.478,0.831,8.4,1998,1998-01-01
Eddie Johnson,0.417,0.333,0.465,0.478,0.831,8.4,1998,1998-01-01
Othella Harrington,0.485,0.0,0.487,0.485,0.754,6.0,1998,1998-01-01
Mario Elie,0.452,0.291,0.566,0.512,0.833,8.4,1998,1998-01-01
Clyde Drexler,0.427,0.317,0.477,0.477,0.801,18.4,1998,1998-01-01
Emanual Davis,0.444,0.375,0.514,0.539,0.838,4.1,1998,1998-01-01
Matt Bullard,0.45,0.416,0.5,0.573,0.741,7.0,1998,1998-01-01
Charles Barkley,0.485,0.214,0.52,0.497,0.746,15.2,1998,1998-01-01
Greg Anthony,0.43,0.415,0.442,0.524,0.663,5.2,1998,1998-01-01
Vin Baker,0.542,0.143,0.545,0.543,0.591,19.2,1998,1998-01-01
James Cotton,0.381,0.0,0.471,0.381,0.889,2.7,1998,1998-01-01
Dale Ellis,0.497,0.464,0.519,0.588,0.782,11.8,1998,1998-01-01
Hersey Hawkins,0.44,0.415,0.463,0.539,0.868,10.5,1998,1998-01-01
Stephen Howard,0.381,0.0,0.381,0.381,0.5,1.9,1998,1998-01-01
Donyell Marshall,0.414,0.313,0.436,0.443,0.731,15.4,1998,1998-01-01
Felton Spencer,0.457,0.0,0.457,0.457,0.557,2.4,1998,1998-01-01
James Robinson,0.389,0.329,0.438,0.463,0.72,7.7,1998,1998-01-01
Donald Whiteside,0.5,0.0,1.0,0.5,0.0,0.7,1998,1998-01-01
Steve Nash,0.459,0.415,0.481,0.528,0.86,9.1,1998,1998-01-01
Marko Milič,0.609,0.5,0.621,0.633,0.647,2.8,1998,1998-01-01
Antonio Mcdyess,0.536,0.0,0.537,0.536,0.702,15.1,1998,1998-01-01
George Mccloud,0.405,0.341,0.466,0.488,0.765,7.2,1998,1998-01-01
Danny Manning,0.516,0.0,0.521,0.516,0.739,13.5,1998,1998-01-01
Horacio Llamas,0.381,0.333,0.389,0.405,0.7,3.0,1998,1998-01-01
Jason Kidd,0.416,0.313,0.454,0.458,0.799,11.6,1998,1998-01-01
Kevin Johnson,0.447,0.154,0.47,0.452,0.871,9.5,1998,1998-01-01
Rex Chapman,0.427,0.386,0.447,0.49,0.781,15.9,1998,1998-01-01
Mark Bryant,0.484,0.0,0.487,0.484,0.768,4.2,1998,1998-01-01
Greg Anderson,0.444,0.0,0.474,0.444,0.39,1.8,1998,1998-01-01
Drew Barry,0.474,0.429,0.529,0.592,0.846,2.1,1998,1998-01-01
Mookie Blaylock,0.392,0.269,0.46,0.44,0.709,13.2,1998,1998-01-01
Chucky Brown,0.433,0.25,0.437,0.435,0.724,5.0,1998,1998-01-01
Tyrone Corbin,0.439,0.348,0.46,0.472,0.789,10.2,1998,1998-01-01
Chris Crawford,0.418,0.333,0.421,0.423,0.838,3.8,1998,1998-01-01
Ed Gray,0.381,0.391,0.378,0.426,0.846,7.6,1998,1998-01-01
Clifford Robinson,0.479,0.321,0.496,0.494,0.689,14.2,1998,1998-01-01
Clarence Weatherspoon,0.441,0.0,0.441,0.441,0.722,9.3,1998,1998-01-01
Brandon Williams,0.32,0.333,0.317,0.35,0.5,4.1,1998,1998-01-01
Brandon Williams,0.32,0.333,0.317,0.35,0.5,4.1,1998,1998-01-01
Jack Haley,0.278,0.0,0.294,0.278,0.571,1.4,1998,1998-01-01
Lucious Harris,0.39,0.308,0.413,0.424,0.745,3.8,1998,1998-01-01
